Geneid	Length
AT1G67470	1739
AT1G67480	2598
AT1G67481	264
AT1G67490	6340
AT1G67500	9633
AT1G67510	3048
AT1G67520	3730
AT1G67530	3692
AT1G67540	1241
AT1G67550	4836
AT1G67560	4778
AT1G67570	2149
AT1G67580	4180
AT1G67590	1968
AT1G67600	1513
AT1G08947	312
AT1G67620	1730
AT1G67623	1143
AT1G67630	3967
AT1G67635	1043
AT1G67640	2121
AT1G67650	2833
AT1G67660	1813
AT1G67670	371
AT1G67680	3079
AT1G67690	5104
AT1G67700	2014
AT1G67710	2539
AT1G08953	242
AT1G67720	5128
AT1G67730	2552
AT1G67740	1219
AT1G67750	2082
AT1G67760	1103
AT1G67770	2302
AT1G67775	385
AT1G67780	3132
AT1G67785	1452
AT1G67792	2875
AT1G67790	2558
AT1G67800	3086
AT1G67810	1228
AT1G67820	1851
AT1G67830	1543
AT1G67840	3070
AT1G67850	4322
AT1G67855	621
AT1G67856	1287
AT1G67860	606
AT1G67865	1629
AT1G67870	1830
AT1G67880	2001
AT1G67890	5815
AT1G67900	5814
AT1G67910	1290
AT1G67920	597
AT1G67930	3406
AT1G67940	1134
AT1G67950	1868
AT1G08963	397
AT1G67960	3745
AT1G67970	2064
AT1G67980	1631
AT1G67990	1413
AT1G68000	2167
AT1G68010	2861
AT1G68020	3657
AT1G68030	1426
AT1G68040	2400
AT1G68050	2269
AT1G68060	3715
AT1G68070	1830
AT1G68080	2243
AT1G68090	1591
AT1G68100	3151
AT1G68110	1433
AT1G68120	810
AT1G68130	2691
AT1G08967	507
AT1G68140	2900
AT1G68150	1843
AT1G68160	3137
AT1G68170	2982
AT1G68180	1377
AT1G68185	2151
AT1G68190	2455
AT1G68200	2635
AT1G68210	3320
AT1G68220	1642
AT1G68230	1329
AT1G68238	455
AT1G68240	1266
AT1G68250	827
AT1G68260	1944
AT1G68270	2064
AT1G68280	1355
AT1G08973	1882
AT1G68290	1768
AT1G68300	1020
AT1G68310	2003
AT1G68320	1506
AT1G68325	974
AT1G68330	1747
AT1G08977	283
AT1G68340	1479
AT1G68350	861
AT1G08983	500
AT1G68360	1061
AT1G68370	3092
AT1G68380	1625
AT1G68390	3074
AT1G68400	3216
AT1G08987	74
AT1G68410	3396
AT1G68420	264
AT1G68430	945
AT1G68440	1728
AT1G68450	790
AT1G68460	1736
AT1G68470	2108
AT1G68480	1882
AT1G68490	2802
AT1G68500	1009
AT1G68510	1622
AT1G68520	2815
AT1G68526	511
AT1G68530	2611
AT1G68540	1592
AT1G68550	2247
AT1G68560	4075
AT1G08993	268
AT1G68570	3595
AT1G68568	988
AT1G08997	320
AT1G68580	3490
AT1G68585	964
AT1G68590	1008
AT1G68600	3247
AT1G68610	749
AT1G68620	1523
AT1G68630	1722
AT1G68640	3075
AT1G09003	256
AT1G68650	2180
AT1G68660	1399
AT1G68670	2318
AT1G68680	1837
AT1G09007	420
AT1G68690	4020
AT1G68700	531
AT1G68710	5855
AT1G68720	4640
AT1G68723	566
AT1G68725	833
AT1G68730	860
AT1G68740	4535
AT1G68750	5432
AT1G68760	924
AT1G68770	72
AT1G68765	865
AT1G68780	2305
AT1G68790	4856
AT1G68795	1061
AT1G68800	4240
AT1G09013	260
AT1G68810	2441
AT1G68820	3559
AT1G68825	721
AT1G68830	3251
AT1G68840	2068
AT1G68845	612
AT1G68850	1706
AT1G68860	74
AT1G68862	2455
AT1G68870	661
AT1G68872	2467
AT1G68875	726
AT1G68877	211
AT1G09017	306
AT1G68880	1086
AT1G68890	9861
AT1G68905	377
AT1G68907	463
AT1G68910	3232
AT1G68920	3032
AT1G68930	2969
AT1G09023	4943
AT1G68940	4623
AT1G68935	1570
AT1G68937	754
AT1G68945	489
AT1G09027	133
AT1G68950	73
AT1G68960	1362
AT1G68970	73
AT1G68980	2076
AT1G68990	6000
AT1G69000	72
AT1G69010	2637
AT1G69020	3326
AT1G69030	2105
AT1G09033	285
AT1G09037	461
AT1G69040	2835
AT1G69050	832
AT1G69060	3132
AT1G69070	4231
AT1G69080	1591
AT1G69085	1137
AT1G69090	1257
AT1G69100	1612
AT1G69120	4056
AT1G69130	74
AT1G69150	2174
AT1G09043	201
AT1G09047	447
AT1G69160	1778
AT1G69170	2301
AT1G69180	1792
AT1G69190	2007
AT1G69200	2342
AT1G69210	1621
AT1G69220	6197
AT1G69230	1519
AT1G69240	2431
AT1G69250	2879
AT1G69252	1090
AT1G69260	1816
AT1G69270	2053
AT1G09053	1647
AT1G69280	3033
AT1G69290	1977
AT1G69300	74
AT1G69295	2579
AT1G69310	4109
AT1G69320	763
AT1G69325	691
AT1G69330	1857
AT1G69340	4146
AT1G69350	2366
AT1G69360	4091
AT1G69370	1772
AT1G69380	2041
AT1G69390	1951
AT1G69400	2154
AT1G69410	1705
AT1G69420	4142
AT1G69430	1660
AT1G69440	3922
AT1G69450	3568
AT1G09057	205
AT1G69460	1569
AT1G69470	423
AT1G69480	3966
AT1G69485	1482
AT1G69490	1435
AT1G69500	2118
AT1G69510	1765
AT1G69520	1315
AT1G69523	1742
AT1G69526	2020
AT1G09063	285
AT1G69530	1813
AT1G69540	2751
AT1G69550	5580
AT1G09067	241
AT1G69560	1393
AT1G69570	2188
AT1G69572	1241
AT1G69580	2167
AT1G69587	3824
AT1G69588	884
AT1G69600	1391
AT1G09073	199
AT1G09077	206
AT1G69610	2856
AT1G69620	1630
AT1G09083	138
AT1G09087	83
AT1G69630	1703
AT1G69640	2109
AT1G69650	1324
AT1G69660	981
AT1G69670	2810
AT1G69680	2187
AT1G09097	217
AT1G09103	285
AT1G69690	2063
AT1G69700	1681
AT1G69710	4661
AT1G69720	1850
AT1G69730	2811
AT1G69740	3424
AT1G69750	3472
AT1G69760	1584
AT1G69770	5570
AT1G69780	1994
AT1G69790	2422
AT1G69792	100
AT1G09107	322
AT1G09113	462
AT1G69795	95
AT1G69797	112
AT1G69800	2142
AT1G69810	2308
AT1G09117	202
AT1G69818	1162
AT1G69820	1784
AT1G69825	434
AT1G69828	427
AT1G69830	4946
AT1G69840	2335
AT1G69850	4145
AT1G09123	279
AT1G69860	2547
AT1G69870	4447
AT1G69880	1605
AT1G69890	1861
AT1G69900	1750
AT1G69910	2564
AT1G69920	1381
AT1G69930	1338
AT1G69935	1738
AT1G69940	1784
AT1G69960	1977
AT1G69970	2051
AT1G09127	392
AT1G69980	1858
AT1G69990	1776
AT1G70000	1900
AT1G70020	990
AT1G70030	1739
AT1G70040	899
AT1G70050	72
AT1G09133	202
AT1G70060	6701
AT1G70070	4181
AT1G70080	3112
AT1G70090	2122
AT1G70100	3213
AT1G70110	2106
AT1G70120	677
AT1G70130	2228
AT1G70140	2759
AT1G70150	2917
AT1G70160	2638
AT1G70170	1483
AT1G70175	488
AT1G09137	247
AT1G70180	3141
AT1G70185	337
AT1G70190	1773
AT1G70200	2242
AT1G09143	101
AT1G70210	3452
AT1G70209	144
AT1G09147	343
AT1G09153	603
AT1G70220	1975
AT1G70230	1874
AT1G70250	3459
AT1G70260	2797
AT1G70270	694
AT1G70280	3001
AT1G70290	4039
AT1G70300	3888
AT1G70310	2358
AT1G09163	200
AT1G70320	13199
AT1G70330	1711
AT1G70335	342
AT1G70340	2712
AT1G09167	299
AT1G70350	1317
AT1G70360	840
AT1G70370	2575
AT1G70380	1134
AT1G70390	1112
AT1G70400	2062
AT1G70410	4614
AT1G70420	1277
AT1G09173	354
AT1G09177	249
AT1G09183	229
AT1G70430	4028
AT1G70440	1685
AT1G70450	1984
AT1G70460	3618
AT1G70470	765
AT1G70475	1572
AT1G70480	2237
AT1G70490	2148
AT1G70500	2474
AT1G09187	376
AT1G70505	2596
AT1G70510	6394
AT1G70518	1115
AT1G70520	2900
AT1G70530	3386
AT1G70540	841
AT1G70550	3379
AT1G70560	2798
AT1G70570	3750
AT1G70580	3713
AT1G70581	730
AT1G70590	2323
AT1G70600	959
AT1G70610	4610
AT1G70620	4577
AT1G70630	3148
AT1G70640	1767
AT1G70645	108
AT1G70650	4194
AT1G70660	1585
AT1G70670	1636
AT1G70680	1533
AT1G70690	1804
AT1G70700	2822
AT1G70710	4209
AT1G70720	923
AT1G70730	4521
AT1G70740	2480
AT1G70750	3484
AT1G09193	974
AT1G70760	1183
AT1G70770	3484
AT1G70780	1227
AT1G09197	369
AT1G70790	3224
AT1G70800	1434
AT1G70810	1395
AT1G70820	2846
AT1G70830	1699
AT1G70840	1088
AT1G70850	2036
AT1G70860	1142
AT1G70870	544
AT1G70880	1133
AT1G70890	1132
AT1G70895	1820
AT1G70900	2241
AT1G70910	617
AT1G70920	2772
AT1G70940	3530
AT1G70944	117
AT1G70949	264
AT1G70950	2811
AT1G70960	1110
AT1G70970	1209
AT1G70980	2583
AT1G70985	614
AT1G70990	966
AT1G71000	1386
AT1G09207	286
AT1G09213	303
AT1G71002	187
AT1G71010	6926
AT1G71015	1402
AT1G71020	2771
AT1G09217	419
AT1G71030	1481
AT1G71040	3759
AT1G71050	1196
AT1G71060	1533
AT1G71070	2338
AT1G71080	2129
AT1G71090	2018
AT1G71100	1663
AT1G71110	3217
AT1G71120	1416
AT1G71130	1155
AT1G71140	2351
AT1G71150	1529
AT1G71160	1508
AT1G71170	1521
AT1G71180	1443
AT1G71190	1655
AT1G71200	2792
AT1G71210	3219
AT1G71220	10410
AT1G71230	2014
AT1G71235	664
AT1G71240	4514
AT1G71250	1617
AT1G71260	1798
AT1G09223	220
AT1G71270	6429
AT1G71280	2060
AT1G71290	600
AT1G09227	544
AT1G71300	4256
AT1G71310	2320
AT1G09233	267
AT1G71320	1334
AT1G71330	1156
AT1G71340	3195
AT1G71350	2917
AT1G71360	2901
AT1G09237	43
AT1G71370	2430
AT1G71380	2212
AT1G09243	483
AT1G71390	2575
AT1G71400	2806
AT1G71410	5007
AT1G71420	2314
AT1G09247	310
AT1G71430	713
AT1G71440	3372
AT1G71450	1045
AT1G71460	2364
AT1G71470	863
AT1G71480	1462
AT1G09253	397
AT1G71490	2921
AT1G09257	742
AT1G71500	1626
AT1G71520	899
AT1G71528	3453
AT1G71530	3386
AT1G71680	2633
AT1G71690	1495
AT1G71691	2805
AT1G71692	2583
AT1G71695	2602
AT1G71696	3838
AT1G71697	2497
AT1G71700	71
AT1G71710	7480
AT1G09263	243
AT1G71720	2376
AT1G71730	941
AT1G71740	393
AT1G71750	1425
AT1G71760	1300
AT1G71770	3735
AT1G71780	1697
AT1G71790	2263
AT1G71800	3085
AT1G71810	5771
AT1G71820	7561
AT1G71828	515
AT1G71830	3960
AT1G71840	2414
AT1G71850	1633
AT1G71860	2416
AT1G71865	1445
AT1G09267	254
AT1G71866	1035
AT1G71870	2962
AT1G09273	310
AT1G71880	2435
AT1G71890	2406
AT1G71900	3070
AT1G71910	1178
AT1G71920	2219
AT1G09277	374
AT1G09283	440
AT1G71930	3290
AT1G71940	1725
AT1G71950	1458
AT1G09287	487
AT1G71960	5855
AT1G09293	313
AT1G71970	1143
AT1G71980	2500
AT1G71990	2083
AT1G72000	2387
AT1G72010	1718
AT1G72020	1303
AT1G72030	1101
AT1G72040	2506
AT1G72050	2494
AT1G72060	835
AT1G72070	1298
AT1G09297	398
AT1G72080	2627
AT1G09303	251
AT1G72090	3384
AT1G72100	1809
AT1G72110	2475
AT1G72120	2088
AT1G72125	2296
AT1G72130	2283
AT1G72140	2726
AT1G72141	177
AT1G72150	2734
AT1G72160	2239
AT1G72170	1489
AT1G72175	1861
AT1G72180	4611
AT1G72190	2392
AT1G72200	1652
AT1G72210	2999
AT1G72220	1639
AT1G72230	1323
AT1G72240	719
AT1G72250	5640
AT1G72260	1113
AT1G72270	9474
AT1G72275	2097
AT1G72280	2868
AT1G72290	1071
AT1G72300	3898
AT1G72310	1881
AT1G72320	5109
AT1G72330	3405
AT1G72340	1924
AT1G72350	675
AT1G72360	1273
AT1G72370	2087
AT1G72390	6591
AT1G72410	5372
AT1G72416	1775
AT1G72420	2742
AT1G72430	1205
AT1G72440	5844
AT1G72450	2595
AT1G09307	333
AT1G72460	2490
AT1G72470	2346
AT1G72480	2524
AT1G72490	2208
AT1G72500	3569
AT1G72510	1605
AT1G09313	433
AT1G72520	4244
AT1G72530	1691
AT1G09317	322
AT1G72540	1793
AT1G72545	678
AT1G72550	4425
AT1G72560	5665
AT1G09323	206
AT1G72570	2318
AT1G72580	696
AT1G72590	1593
AT1G72600	2295
AT1G09327	768
AT1G72610	931
AT1G72620	1446
AT1G72630	1405
AT1G72640	2101
AT1G72645	959
AT1G09333	135
AT1G72650	4356
AT1G72660	3088
AT1G72670	2405
AT1G72680	1916
AT1G72690	813
AT1G09337	455
AT1G72700	6013
AT1G72710	4534
AT1G72720	792
AT1G72730	2424
AT1G72740	2665
AT1G72750	1205
AT1G72755	321
AT1G72760	3405
AT1G72770	3380
AT1G72780	82
AT1G72790	2202
AT1G72800	1412
AT1G72810	2598
AT1G72820	1861
AT1G72830	3077
AT1G72840	4656
AT1G72850	1603
AT1G72852	1756
AT1G72855	3009
AT1G72860	4719
AT1G72870	2400
AT1G72880	2831
AT1G72890	2088
AT1G72900	1605
AT1G72910	1887
AT1G09343	209
AT1G72920	1311
AT1G72930	1225
AT1G09353	604
AT1G72940	1879
AT1G09357	584
AT1G72950	1583
AT1G72960	4999
AT1G72970	3217
AT1G72980	907
AT1G72990	5222
AT1G73000	986
AT1G73010	1821
AT1G73020	4165
AT1G73030	1360
AT1G09363	543
AT1G73040	903
AT1G73050	1970
AT1G73060	2592
AT1G73065	438
AT1G73066	2294
AT1G73080	3965
AT1G73090	2615
AT1G73100	2999
AT1G09367	228
AT1G73110	2849
AT1G73120	887
AT1G73130	3345
AT1G73140	1814
AT1G73150	2434
AT1G73160	1701
AT1G73165	829
AT1G73170	3662
AT1G73177	1311
AT1G73180	3820
AT1G73190	1389
AT1G73200	3776
AT1G73210	3201
AT1G09373	237
AT1G73220	2046
AT1G73230	1725
AT1G73240	2774
AT1G73250	1511
AT1G73260	1185
AT1G73270	3497
AT1G73280	2673
AT1G73290	2607
AT1G73300	3154
AT1G73310	2737
AT1G73320	1829
AT1G73325	863
AT1G73330	1110
AT1G73340	2160
AT1G73350	1907
AT1G09377	309
AT1G73360	4265
AT1G73370	4615
AT1G73380	1824
AT1G73390	4943
AT1G73400	2249
AT1G73410	1725
AT1G73430	7466
AT1G73440	1462
AT1G09383	298
AT1G73450	5676
AT1G73460	5606
AT1G73470	3210
AT1G73480	4163
AT1G73490	1808
AT1G73500	1553
AT1G09387	418
AT1G73510	910
AT1G73530	1917
AT1G73540	1192
AT1G73550	954
AT1G73560	777
AT1G73570	3034
AT1G73580	1026
AT1G09393	471
AT1G09397	401
AT1G73590	3581
AT1G73600	4421
AT1G73603	689
AT1G73607	707
AT1G73610	1748
AT1G73620	1816
AT1G73630	942
AT1G73640	1456
AT1G73650	2185
AT1G73655	1470
AT1G73660	5480
AT1G73670	3579
AT1G73680	3714
AT1G73687	184
AT1G73690	2511
AT1G73700	2362
AT1G09407	449
AT1G73710	3765
AT1G73720	5041
AT1G73730	2653
AT1G73740	2340
AT1G73750	2665
AT1G73760	2841
AT1G73770	1485
AT1G73780	769
AT1G73790	781
AT1G73805	4459
AT1G73810	2956
AT1G73820	2010
AT1G73830	1648
AT1G09417	313
AT1G73840	2756
AT1G73850	3901
AT1G73860	6014
AT1G73870	1826
AT1G73875	4066
AT1G73880	1877
AT1G73885	845
AT1G73890	756
AT1G73900	72
AT1G73910	1471
AT1G73920	4192
AT1G73930	2966
AT1G73940	1459
AT1G73950	4992
AT1G73960	9641
AT1G73965	842
AT1G73970	3393
AT1G73980	4068
AT1G73990	4685
AT1G74000	2486
AT1G74010	2113
AT1G74020	2321
AT1G74030	2974
AT1G74035	333
AT1G74040	3674
AT1G74045	829
AT1G74050	1971
AT1G74060	2221
AT1G74055	591
AT1G74070	1810
AT1G74080	2021
AT1G74088	1707
AT1G74090	1380
AT1G74100	1350
AT1G74110	1702
AT1G74120	2159
AT1G74130	2423
AT1G74140	2876
AT1G74150	3478
AT1G74160	5526
AT1G74170	4943
AT1G74180	4986
AT1G09423	201
AT1G74190	3579
AT1G74200	2450
AT1G74205	946
AT1G09427	425
AT1G74210	2628
AT1G74220	1231
AT1G74230	2496
AT1G74240	2944
AT1G74250	2482
AT1G74260	5238
AT1G74270	1367
AT1G74280	1722
AT1G74290	2433
AT1G74300	1453
AT1G09433	229
AT1G74310	3862
AT1G74320	2611
AT1G74330	4644
AT1G74340	3624
AT1G74350	2392
AT1G74360	3986
AT1G09437	327
AT1G74370	1315
AT1G09443	341
AT1G74380	1961
AT1G74385	246
AT1G74390	2418
AT1G74400	1465
AT1G74410	2393
AT1G09447	366
AT1G09453	934
AT1G74420	2195
AT1G74430	2267
AT1G09457	233
AT1G74440	3955
AT1G09463	313
AT1G74450	1828
AT1G74453	110
AT1G74456	82
AT1G09467	68
AT1G74458	1060
AT1G09473	110
AT1G74460	1976
AT1G74470	2281
AT1G74480	1147
AT1G74490	2143
AT1G74500	903
AT1G74510	2485
AT1G74520	1491
AT1G74530	3170
AT1G09477	323
AT1G74545	2709
AT1G74540	1870
AT1G74550	1667
AT1G09487	1190
AT1G74560	2476
AT1G74570	81
AT1G74580	3358
AT1G74590	1234
AT1G74600	3030
AT1G74610	81
AT1G74620	750
AT1G74630	2092
AT1G74640	2302
AT1G74650	1877
AT1G09493	742
AT1G74660	2818
AT1G09497	248
AT1G74670	1120
AT1G74675	1494
AT1G09503	243
AT1G09507	277
AT1G74680	2023
AT1G74690	3613
AT1G74700	2410
AT1G74710	3883
AT1G74720	3905
AT1G74730	1136
AT1G09513	329
AT1G74740	2726
AT1G74750	3890
AT1G74770	5785
AT1G74780	2497
AT1G74790	3433
AT1G74800	3432
AT1G74810	4119
AT1G74820	772
AT1G74830	2088
AT1G74840	1980
AT1G74850	3914
AT1G74860	2776
AT1G74870	1863
AT1G74875	1276
AT1G74880	1250
AT1G74890	1579
AT1G74900	1735
AT1G09517	618
AT1G74910	3611
AT1G74920	3841
AT1G74930	1208
AT1G74929	102
AT1G74940	1508
AT1G74950	1873
AT1G74960	4431
AT1G74970	1932
AT1G74990	796
AT1G75000	1471
AT1G75010	5286
AT1G75020	2927
AT1G75030	1270
AT1G75040	1353
AT1G75050	1190
AT1G75060	2243
AT1G75070	72
AT1G75080	2572
AT1G09523	220
AT1G75090	2319
AT1G09527	444
AT1G75100	3329
AT1G75110	2029
AT1G75120	2089
AT1G75125	748
AT1G75130	2038
AT1G75140	2310
AT1G75150	4204
AT1G75160	2420
AT1G09533	139
AT1G75163	80
AT1G75166	86
AT1G75170	2222
AT1G09537	443
AT1G75180	2966
AT1G09543	2827
AT1G75190	1148
AT1G75200	3160
AT1G75210	5247
AT1G75220	4109
AT1G75230	3205
AT1G75240	1785
AT1G75250	1265
AT1G75260	1845
AT1G75270	1395
AT1G75280	2061
AT1G75290	1452
AT1G75295	2417
AT1G75300	1546
AT1G75310	5523
AT1G75330	2158
AT1G75335	462
AT1G75340	3114
AT1G75350	939
AT1G75360	2002
AT1G75370	3753
AT1G75380	2974
AT1G09547	209
AT1G75390	1311
AT1G75400	2883
AT1G75410	2943
AT1G75420	2331
AT1G75430	1718
AT1G75440	1744
AT1G09553	390
AT1G75450	3918
AT1G09557	217
AT1G75460	2067
AT1G75470	1247
AT1G75490	1489
AT1G75500	2550
AT1G09563	203
AT1G09567	203
AT1G75510	1779
AT1G75520	2028
AT1G75530	2507
AT1G75540	1915
AT1G75550	1615
AT1G75560	2161
AT1G75570	73
AT1G75580	934
AT1G75590	957
AT1G75600	921
AT1G75620	1915
AT1G75630	1917
AT1G75640	3812
AT1G75650	73
AT1G75660	6985
AT1G75670	1810
AT1G75680	2584
AT1G09573	313
AT1G75690	1791
AT1G75700	1618
AT1G75710	2669
AT1G75717	343
AT1G75720	966
AT1G75730	4211
AT1G75740	72
AT1G75750	935
AT1G75760	2104
AT1G75770	1244
AT1G75780	2683
AT1G75785	639
AT1G75790	2748
AT1G75800	2271
AT1G75810	923
AT1G75820	3628
AT1G09577	660
AT1G09583	269
AT1G75830	542
AT1G75840	2154
AT1G75850	6179
AT1G75860	1949
AT1G75870	1215
AT1G09587	342
AT1G75880	2136
AT1G75890	2303
AT1G75891	1370
AT1G09593	377
AT1G09597	238
AT1G75900	2434
AT1G75910	1850
AT1G09603	625
AT1G75920	3128
AT1G75930	1810
AT1G75940	3143
AT1G75945	672
AT1G75950	1378
AT1G75960	2000
AT1G75970	72
AT1G75980	1865
AT1G75990	2445
AT1G76000	72
AT1G76010	3713
AT1G76020	1650
AT1G76030	3485
AT1G76040	3115
AT1G76050	2444
AT1G76060	751
AT1G76065	1371
AT1G76062	400
AT1G76070	1230
AT1G76080	1801
AT1G76090	1635
AT1G76100	1048
AT1G76110	2582
AT1G76120	1844
AT1G76130	3531
AT1G09607	310
AT1G76135	121
AT1G76140	3918
AT1G76150	2961
AT1G76160	3474
AT1G76170	2569
AT1G76180	1269
AT1G76185	1207
AT1G76190	762
AT1G76200	1540
AT1G76210	1047
AT1G76220	1045
AT1G76230	814
AT1G09613	219
AT1G76240	1228
AT1G76250	2782
AT1G76260	3071
AT1G76270	3579
AT1G76280	5201
AT1G76290	2011
AT1G76300	1538
AT1G76310	3096
AT1G76320	3366
AT1G76330	82
AT1G76340	2088
AT1G76350	3634
AT1G09617	700
AT1G76360	3684
AT1G09623	291
AT1G76370	2251
AT1G76380	3592
AT1G09627	2879
AT1G76390	3504
AT1G76400	3157
AT1G76405	2038
AT1G76410	989
AT1G76420	2240
AT1G76430	3128
AT1G76440	1702
AT1G76450	1694
AT1G76460	3028
AT1G76465	383
AT1G76470	1894
AT1G76480	1359
AT1G76490	3093
AT1G76500	1729
AT1G76510	4630
AT1G76520	3146
AT1G76530	2303
AT1G76540	2223
AT1G76550	4455
AT1G76560	771
AT1G76570	1854
AT1G76580	4761
AT1G09633	399
AT1G76590	1692
AT1G76600	1016
AT1G76610	1004
AT1G76620	2812
AT1G76630	5565
AT1G76640	613
AT1G76650	1389
AT1G76660	2780
AT1G76670	2440
AT1G76680	2212
AT1G76690	1862
AT1G76700	2850
AT1G09637	245
AT1G09647	208
AT1G76705	1039
AT1G76710	3022
AT1G76720	6259
AT1G09653	309
AT1G76728	102
AT1G76730	2106
AT1G76740	5534
AT1G76750	682
AT1G09657	320
AT1G76760	1480
AT1G09663	383
AT1G09667	350
AT1G76770	925
AT1G76780	7823
AT1G09673	1349
AT1G76790	1542
AT1G76800	1036
AT1G76810	5847
AT1G76820	4994
AT1G76830	1262
AT1G76840	723
AT1G76850	6629
AT1G09677	525
AT1G76860	1337
AT1G76870	2013
AT1G76878	2954
AT1G76880	2912
AT1G76890	2384
AT1G76892	309
AT1G76900	3485
AT1G09683	205
AT1G76910	887
AT1G09687	158
AT1G09693	241
AT1G76920	1746
AT1G76930	1820
AT1G76940	2103
AT1G76950	5144
AT1G76952	657
AT1G76954	672
AT1G76955	974
AT1G76960	660
AT1G76965	1295
AT1G76970	3054
AT1G76980	1684
AT1G09697	418
AT1G76990	4253
AT1G76994	480
AT1G77000	2493
AT1G77010	2118
AT1G77020	2344
AT1G77040	72
AT1G77030	3913
AT1G77060	1938
AT1G77080	4752
AT1G77090	1663
AT1G77093	857
AT1G09703	391
AT1G77100	1244
AT1G77110	4092
AT1G77120	2163
AT1G77122	1394
AT1G09713	320
AT1G77130	2482
AT1G77138	704
AT1G77140	4102
AT1G77145	1617
AT1G77150	295
AT1G77160	1449
AT1G77170	1563
AT1G77180	2567
AT1G77190	82
AT1G77200	1119
AT1G77210	3196
AT1G77220	3173
AT1G77230	3649
AT1G77235	309
AT1G77240	1832
AT1G77250	3299
AT1G77260	3397
AT1G77270	3634
AT1G77280	3825
AT1G77290	1852
AT1G77300	9533
AT1G77310	4934
AT1G77320	6552
AT1G77330	1693
AT1G77340	1695
AT1G77350	1675
AT1G77360	1747
AT1G77370	1054
AT1G77380	2512
AT1G09717	202
AT1G09723	209
AT1G77390	2632
AT1G77400	1351
AT1G77405	1396
AT1G77410	4608
AT1G77420	2221
AT1G77440	2475
AT1G09733	388
AT1G77450	1921
AT1G77460	8349
AT1G77470	2601
AT1G77480	2896
AT1G77490	3594
AT1G77500	3979
AT1G77510	3053
AT1G77520	1898
AT1G77525	596
AT1G77530	1737
AT1G77540	657
AT1G77550	4774
AT1G77560	72
AT1G77570	662
AT1G77580	3622
AT1G77590	4236
AT1G77600	9807
AT1G77610	2604
AT1G77620	5269
AT1G09737	206
AT1G77630	2221
AT1G77640	1173
AT1G77650	1152
AT1G77655	565
AT1G77660	2095
AT1G77670	2237
AT1G77680	4571
AT1G77682	529
AT1G09743	204
AT1G09747	356
AT1G77690	3002
AT1G77700	1765
AT1G77710	1579
AT1G09753	246
AT1G77720	3640
AT1G77730	1613
AT1G77740	4078
AT1G77750	1738
AT1G77760	3764
AT1G77765	1507
AT1G77770	2077
AT1G77780	1229
AT1G77790	1285
AT1G77800	7286
AT1G09757	350
AT1G77810	2499
AT1G77815	303
AT1G77830	593
AT1G77840	2365
AT1G77850	3434
AT1G77855	1549
AT1G09763	204
AT1G77860	2319
AT1G77870	1378
AT1G77880	1289
AT1G77885	1053
AT1G77890	4086
AT1G77910	270
AT1G09767	338
AT1G77920	2703
AT1G77930	2600
AT1G77932	804
AT1G77940	1548
AT1G77950	4371
AT1G77960	3551
AT1G77980	2346
AT1G77990	5586
AT1G77992	948
AT1G78000	5706
AT1G78010	3073
AT1G78020	1231
AT1G78030	1668
AT1G09773	841
AT1G78040	2645
AT1G78050	2175
AT1G78060	3268
AT1G09777	349
AT1G78070	4089
AT1G78080	2136
AT1G78090	2837
AT1G78100	1551
AT1G78110	1705
AT1G78120	2293
AT1G09783	1582
AT1G78130	1763
AT1G78140	2267
AT1G78150	2105
AT1G78160	2877
AT1G78170	1324
AT1G78172	1116
AT1G78180	1725
AT1G78190	375
AT1G78200	2457
AT1G09787	66
AT1G78206	123
AT1G78210	1874
AT1G78220	1461
AT1G09793	658
AT1G09797	765
AT1G78230	2713
AT1G78240	3846
AT1G78250	85
AT1G78260	3655
AT1G78265	1865
AT1G78270	1855
AT1G78280	4819
AT1G78290	2289
AT1G09803	411
AT1G78300	1999
AT1G78310	1702
AT1G09807	217
AT1G78320	983
AT1G78340	1159
AT1G78360	1141
AT1G78370	1270
AT1G78380	1621
AT1G78390	2171
AT1G78400	1489
AT1G78410	1433
AT1G78420	3149
AT1G78430	2071
AT1G78440	1540
AT1G78450	1040
AT1G78460	1140
AT1G09813	204
AT1G78470	1422
AT1G78476	2303
AT1G78478	187
AT1G09817	85
AT1G78480	863
AT1G78490	3809
AT1G78500	3738
AT1G78510	2423
AT1G78520	907
AT1G78530	1780
AT1G78540	3892
AT1G78550	1617
AT1G78560	2308
AT1G78570	2899
AT1G09823	348
AT1G78580	8573
AT1G09827	429
AT1G78590	2572
AT1G78600	2069
AT1G78610	3612
AT1G78620	2145
AT1G78630	2075
AT1G78635	930
AT1G78640	819
AT1G78650	2759
AT1G78660	2713
AT1G78670	2641
AT1G78680	2553
AT1G78690	2185
AT1G78700	2334
AT1G78710	3358
AT1G78720	2222
AT1G78730	1753
AT1G78740	999
AT1G78750	1981
AT1G78760	1643
AT1G78770	4529
AT1G78780	1998
AT1G78790	1874
AT1G78800	2438
AT1G78810	2345
AT1G78815	1049
AT1G78820	1836
AT1G78830	1956
AT1G78840	1729
AT1G78850	1676
AT1G78860	1689
AT1G78865	2214
AT1G09833	447
AT1G78870	2252
AT1G78880	3317
AT1G78890	2205
AT1G78895	1891
AT1G78900	4991
AT1G78910	2491
AT1G78915	3777
AT1G09837	190
AT1G78920	6125
AT1G78922	1061
AT1G78930	2854
AT1G78940	3399
AT1G78950	4565
AT1G78955	5350
AT1G78960	5046
AT1G78970	5121
